Rk,Player,Tm,SA1819,SA1920,SA2021,SA2122,SA2223,SA2324,Signed Using,Guaranteed,SA1819.log
488,Troy Williams\willitr02,NOP,34183.00,,,,,$0 ,,"$34,183 ",10.43948372
486,Shaquille Harrison\harrish01,PHO,50000.00,,,,,$0 ,,"$50,000 ",10.81977828
487,Garlon Green\greenga02,NOP,50000.00,,,,,$0 ,,"$50,000 ",10.81977828
485,Demetrius Jackson\jacksde01,BOS,92857.00,"$92,857 ","$92,857 ","$92,857 ","$92,857 ",$0 ,,"$557,142 ",11.43881595
484,Troy Williams\willitr02,HOU,122741.00,"$122,741 ","$122,741 ","$122,741 ","$122,741 ",$0 ,,"$613,705 ",11.71783172
483,Ron Baker\bakerro01,WAS,170915.00,,,,,$0 ,,"$170,915 ",12.04892164
482,Miroslav Raduljica\radulmi01,LAC,252043.00,,,,,$0 ,,"$252,043 ",12.43735499
481,Patrick McCaw\mccawpa01,CLE,323529.00,,,,,$0 ,,"$323,529 ",12.68704403
479,Festus Ezeli\ezelife01,POR,333333.00,"$333,333 ",,,,$0 ,,"$666,666 ",12.71689727
480,C.J. Watson\watsocj01,ORL,333333.00,"$333,333 ",,,,$0 ,,"$666,666 ",12.71689727
478,A.J. Hammons\hammoaj01,MIA,350088.00,"$350,087 ","$350,087 ",,,$0 ,,"$1,050,262 ",12.76593983
477,Dakari Johnson\johnsda04,MEM,459414.00,"$459,414 ","$459,414 ",,,$0 ,,"$1,378,242 ",13.03770704
476,Caron Butler\butleca01,SAC,517219.00,,,,,$0 ,,"$517,219 ",13.15622166
475,Carlos Delfino\delfica01,LAC,650000.00,,,,,$0 ,,"$650,000 ",13.38472764
474,James Nunnally\nunnaja01,MIN,655632.00,,,,,$0 ,,"$655,632 ",13.39335493
473,Cole Aldrich\aldrico01,MIN,685341.00,"$685,340 ","$685,340 ",,,$0 ,,"$2,056,021 ",13.4376718
472,Patrick McCaw\mccawpa01,TOR,786000.00,,,,,$0 ,,"$786,000 ",13.57471207
471,Lorenzo Brown\brownlo01,TOR,800000.00,,,,,$0 ,,"$800,000 ",13.59236701
470,Martell Webster\webstma02,WAS,833333.00,,,,,$0 ,,"$833,333 ",13.6331886
454,Gary Trent\trentga02,POR,838464.00,"$1,416,852 ","$1,663,861 ",,,$0 ,MLE,"$3,919,177 ",13.63932693
455,Hamidou Diallo\diallha01,OKC,838464.00,"$1,416,852 ","$1,663,861 ",,,$0 ,MLE,"$2,255,316 ",13.63932693
456,Keita Bates-Diop\bateske01,MIN,838464.00,"$1,416,852 ","$1,663,861 ",,,$0 ,MLE,"$2,255,316 ",13.63932693
457,Jevon Carter\carteje01,MEM,838464.00,"$1,416,852 ",,,,$0 ,MInimum Salary,"$2,255,316 ",13.63932693
458,Bruce Brown\brownbr01,DET,838464.00,"$1,416,852 ","$1,663,861 ",,,$0 ,MLE,"$2,255,316 ",13.63932693
459,Jarred Vanderbilt\vandeja01,DEN,838464.00,"$1,663,861 ","$1,416,852 ",,,$0 ,MLE,"$2,255,316 ",13.63932693
460,Ray Spalding\spaldra01,DAL,838464.00,"$1,416,852 ","$1,663,861 ","$1,802,057 ",,$0 ,Minimum Salary,"$2,255,316 ",13.63932693
461,Khyri Thomas\thomakh01,DET,838464.00,"$838,464 ","$1,663,861 ",,,$0 ,MLE,"$1,676,928 ",13.63932693
462,Isaiah Briscoe\briscis01,ORL,838464.00,"$1,663,861 ","$838,464 ",,,$0 ,MLE,"$1,338,464 ",13.63932693
463,Chimezie Metu\metuch01,SAS,838464.00,,,,,$0 ,MLE,"$838,464 ",13.63932693
464,Kenrich Williams\willike04,NOP,838464.00,"$1,416,852 ",,,,$0 ,Minimum Salary,"$838,464 ",13.63932693
465,Alize Johnson\johnsal02,IND,838464.00,"$1,416,852 ",,,,$0 ,Minimum Salary,"$838,464 ",13.63932693
466,Isaiah Hartenstein\harteis01,HOU,838464.00,"$1,416,852 ","$1,663,861 ",,,$0 ,MLE,"$838,464 ",13.63932693
467,Ryan Broekhoff\broekry01,DAL,838464.00,"$1,443,842 ",,,,$0 ,,"$838,464 ",13.63932693
468,Brad Wanamaker\wanambr01,BOS,838464.00,,,,,$0 ,Minimum Salary,"$838,464 ",13.63932693
469,Isaiah Cousins\cousiis01,UTA,838464.00,,,,,$0 ,,,13.63932693
453,Chasson Randle\randlch01,WAS,869094.00,,,,,$0 ,Minimum Salary,"$869,094 ",13.67520657
452,Jason Thompson\thompja02,GSW,945126.00,,,,,$0 ,,"$945,126 ",13.75907353
451,De'Anthony Melton\meltode01,PHO,949000.00,"$1,416,852 ",,,,$0 ,,"$2,365,852 ",13.76316408
450,Devonte' Graham\grahade01,CHO,988464.00,"$1,416,852 ","$1,663,861 ",,,$0 ,MLE,"$2,405,316 ",13.8039075
449,Kyle Singler\singlky01,OKC,999200.00,"$999,200 ","$999,200 ","$999,200 ","$999,200 ",$0 ,,"$4,996,000 ",13.81471024
446,Isaac Bonga\bongais01,LAL,1000000.00,"$1,663,861 ","$1,416,852 ",,,$0 ,,"$2,663,861 ",13.81551056
447,Justin Hamilton\hamilju01,TOR,1000000.00,"$1,000,000 ",,,,$0 ,,"$2,000,000 ",13.81551056
448,Shelvin Mack\macksh01,ORL,1000000.00,,,,,$0 ,,"$1,000,000 ",13.81551056
445,Melvin Frazier\frazime01,ORL,1050000.00,"$1,416,852 ","$1,663,861 ",,,$0 ,MLE,"$2,466,852 ",13.86430072
444,Michael Carter-Williams\cartemi01,CHI,1200000.00,,,,,$0 ,,"$1,200,000 ",13.99783211
443,Jalen Brunson\brunsja01,DAL,1230000.00,"$1,416,582 ","$1,663,861 ","$1,802,057 ",,$0 ,Cap Space,"$4,310,443 ",14.02252473
442,Elie Okobo\okoboel01,PHO,1238464.00,"$1,416,852 ","$1,663,861 ","$1,802,057 ",,$0 ,,"$2,655,316 ",14.02938246
441,Shaquille Harrison\harrish01,CHI,1311265.00,,,,,$0 ,,"$1,311,265 ",14.08650288
434,Monte Morris\morrimo01,DEN,1349383.00,"$1,588,231 ","$1,663,861 ",,,$0 ,Minimum Salary,"$2,937,614 ",14.11515801
435,Antonio Blakeney\blakean01,CHI,1349383.00,"$1,588,231 ",,,,$0 ,Minimum Salary,"$2,937,614 ",14.11515801
436,Tyrone Wallace\wallaty01,LAC,1349383.00,"$1,588,231 ",,,,$0 ,Minimum Salary,"$1,349,383 ",14.11515801
437,Alfonzo McKinnie\mckinal01,GSW,1349383.00,"$1,588,231 ",,,,$0 ,Minimum Salary,"$1,349,383 ",14.11515801
438,Ryan Arcidiacono\arcidry01,CHI,1349383.00,,,,,$0 ,Minimum Salary,"$1,349,383 ",14.11515801
439,Jabari Bird\birdja01,BOS,1349383.00,"$1,588,231 ",,,,$0 ,Minimum Salary,"$1,349,383 ",14.11515801
440,Daniel Hamilton\hamilda02,ATL,1349383.00,,,,,$0 ,Minimum Salary,"$1,349,383 ",14.11515801
433,Kevin Martin\martike02,MIN,1360304.00,,,,,$0 ,,"$1,360,304 ",14.12321876
412,Frank Jackson\jacksfr01,NOP,1378242.00,"$1,618,520 ",,,,$0 ,MLE,"$1,884,242 ",14.13631933
413,Thomas Bryant\bryanth01,WAS,1378242.00,,,,,$0 ,Minimum Salary,"$1,378,242 ",14.13631933
414,Royce O'Neale\onealro01,UTA,1378242.00,"$1,618,520 ",,,,$0 ,Cap space,"$1,378,242 ",14.13631933
415,Frank Mason\masonfr01,SAC,1378242.00,"$1,618,520 ",,,,$0 ,,"$1,378,242 ",14.13631933
416,Davon Reed\reedda01,PHO,1378242.00,,,,,$0 ,,"$1,378,242 ",14.13631933
417,Wesley Iwundu\iwundwe01,ORL,1378242.00,"$1,618,520 ",,,,$0 ,,"$1,378,242 ",14.13631933
418,Khem Birch\birchkh01,ORL,1378242.00,,,,,$0 ,Minimum Salary,"$1,378,242 ",14.13631933
419,Abdel Nader\naderab01,OKC,1378242.00,"$1,618,520 ","$1,752,950 ",,,$0 ,,"$1,378,242 ",14.13631933
420,Damyean Dotson\dotsoda01,NYK,1378242.00,"$1,618,520 ",,,,$0 ,Minimum Salary,"$1,378,242 ",14.13631933
421,Sterling Brown\brownst02,MIL,1378242.00,"$1,618,520 ",,,,$0 ,MLE,"$1,378,242 ",14.13631933
422,Rade Zagorac\zagorra01,MEM,1378242.00,,,,,$0 ,,"$1,378,242 ",14.13631933
423,Ivan Rabb\rabbiv01,MEM,1378242.00,"$1,618,520 ",,,,$0 ,MLE,"$1,378,242 ",14.13631933
424,Dillon Brooks\brookdi01,MEM,1378242.00,"$1,618,520 ",,,,$0 ,MLE,"$1,378,242 ",14.13631933
425,Jawun Evans\evansja01,LAC,1378242.00,,,,,$0 ,,"$1,378,242 ",14.13631933
426,Sindarius Thornwell\thornsi01,LAC,1378242.00,"$1,618,520 ",,,,$0 ,MLE,"$1,378,242 ",14.13631933
427,Ike Anigbogu\anigbik01,IND,1378242.00,"$1,618,520 ",,,,$0 ,Cap space,"$1,378,242 ",14.13631933
428,Maxi Kleber\klebima01,DAL,1378242.00,,,,,$0 ,Minimum Salary,"$1,378,242 ",14.13631933
429,Dwayne Bacon\bacondw01,CHO,1378242.00,"$1,618,520 ",,,,$0 ,MLE,"$1,378,242 ",14.13631933
430,Semi Ojeleye\ojelese01,BOS,1378242.00,"$1,618,520 ","$1,752,950 ",,,$0 ,,"$1,378,242 ",14.13631933
431,Daniel Theis\theisda01,BOS,1378242.00,,,,,$0 ,Minimum Salary,"$1,378,242 ",14.13631933
432,Tyler Dorsey\dorsety01,ATL,1378242.00,,,,,$0 ,Minimum Salary,"$1,378,242 ",14.13631933
411,Jordan Bell\belljo01,GSW,1378252.00,,,,,$0 ,Minimum Salary,"$1,378,252 ",14.13632659
410,Mitchell Robinson\robinmi01,NYK,1485440.00,"$1,559,712 ","$1,663,861 ","$1,802,057 ",,$0 ,MLE,"$3,045,152 ",14.21122158
409,Sviatoslav Mykhailiuk\mykhasv01,LAL,1487694.00,"$1,416,852 ","$1,663,861 ",,,$0 ,Cap Space,"$1,487,694 ",14.21273783
404,Georges Niang\niangge01,UTA,1512601.00,"$1,645,357 ","$1,783,557 ",,,$0 ,,"$1,512,601 ",14.22934124
405,Christian Wood\woodch01,MIL,1512601.00,,,,,$0 ,Minimum Salary,"$1,512,601 ",14.22934124
406,Derrick Jones\jonesde02,MIA,1512601.00,"$1,645,357 ",,,,$0 ,Minimum Salary,"$1,512,601 ",14.22934124
407,David Nwaba\nwabada01,CLE,1512601.00,,,,,$0 ,Minimum Salary,"$1,512,601 ",14.22934124
408,Treveon Graham\grahatr01,BRK,1512601.00,"$1,645,357 ",,,,$0 ,Minimum Salary,"$1,512,601 ",14.22934124
387,Pascal Siakam\siakapa01,TOR,1544951.00,"$2,351,839 ",,,,$0 ,1st Round pick,"$3,896,790 ",14.25050275
388,Skal Labissiere\labissk01,SAC,1544951.00,"$2,338,847 ",,,,$0 ,1st Round pick,"$3,883,798 ",14.25050275
389,Dejounte Murray\murrade01,SAS,1544951.00,"$2,321,735 ",,,,$0 ,1st Round pick,"$3,866,686 ",14.25050275
390,Damian Jones\jonesda03,GSW,1544951.00,"$2,305,057 ",,,,$0 ,1st Round pick,"$3,850,008 ",14.25050275
391,Deyonta Davis\davisde01,SAC,1544951.00,,,,,$0 ,,"$1,544,951 ",14.25050275
392,Wade Baldwin\baldwwa01,POR,1544951.00,,,,,$0 ,Minimum Salary,"$1,544,951 ",14.25050275
393,Jake Layman\laymaja01,POR,1544951.00,,,,,$0 ,Cap Space,"$1,544,951 ",14.25050275
394,Timothe Luwawu-Cabarrot\luwawti01,OKC,1544951.00,,,,,$0 ,1st Round pick,"$1,544,951 ",14.25050275
395,Cheick Diallo\diallch01,NOP,1544951.00,,,,,$0 ,Minimum Salary,"$1,544,951 ",14.25050275
396,Malcolm Brogdon\brogdma01,MIL,1544951.00,,,,,$0 ,Cap Space,"$1,544,951 ",14.25050275
397,Rodney McGruder\mcgruro01,MIA,1544951.00,,,,,$0 ,Minimum Salary,"$1,544,951 ",14.25050275
398,Ivica Zubac\zubaciv01,LAL,1544951.00,,,,,$0 ,Cap Space,"$1,544,951 ",14.25050275
399,Quinn Cook\cookqu01,GSW,1544951.00,,,,,$0 ,,"$1,544,951 ",14.25050275
400,Chinanu Onuaku\onuakch01,DAL,1544951.00,,,,,$0 ,,"$1,544,951 ",14.25050275
401,Dorian Finney-Smith\finnedo01,DAL,1544951.00,,,,,$0 ,Minimum Salary,"$1,544,951 ",14.25050275
402,Willy Hernangomez\hernawi01,CHO,1544951.00,"$1,701,735 ",,,,$0 ,Cap Space,"$1,544,951 ",14.25050275
403,Wayne Selden\seldewa01,CHI,1544951.00,,,,,$0 ,,"$1,544,951 ",14.25050275
384,Jahlil Okafor\okafoja01,NOP,1567007.00,"$1,702,486 ",,,,$0 ,Minimum Salary,"$1,567,007 ",14.26467799
385,Kevon Looney\looneke01,GSW,1567007.00,,,,,$0 ,,"$1,567,007 ",14.26467799
386,Salah Mejri\mejrisa01,DAL,1567007.00,,,,,$0 ,Minimum Salary,"$1,567,007 ",14.26467799
383,Malachi Richardson\richama01,TOR,1569360.00,,,,,$0 ,1st Round pick,"$1,569,360 ",14.26617845
381,Richaun Holmes\holmeri01,PHO,1600520.00,,,,,$0 ,Cap Space,"$1,600,520 ",14.28583913
382,T.J. McConnell\mccontj01,PHI,1600520.00,,,,,$0 ,Minimum Salary,"$1,600,520 ",14.28583913
380,Rodions Kurucs\kurucro01,BRK,1618320.00,"$1,699,236 ","$1,780,152 ","$1,861,068 ",,$0 ,,"$5,097,708 ",14.29689913
379,Luke Kornet\kornelu01,NYK,1619000.00,,,,,$0 ,,"$1,619,000 ",14.29731923
378,Omari Spellman\spellom01,ATL,1620480.00,"$1,897,800 ","$1,988,280 ","$3,588,845 ",,$0 ,1st Round Pick,"$3,518,280 ",14.29823296
374,Nik Stauskas\stausni01,POR,1621415.00,,,,,$0 ,Minimum Salary,"$1,621,415 ",14.29880978
375,Noah Vonleh\vonleno01,NYK,1621415.00,,,,,$0 ,Minimum Salary,"$1,621,415 ",14.29880978
376,Tim Frazier\fraziti01,NOP,1621415.00,,,,,$0 ,Minimum Salary,"$1,621,415 ",14.29880978
377,James Ennis\ennisja01,HOU,1621415.00,"$1,845,301 ",,,,$0 ,,"$1,621,415 ",14.29880978
373,Dzanan Musa\musadz01,BRK,1632240.00,"$1,911,600 ","$2,002,800 ","$3,615,054 ",,$0 ,1st Round Pick,"$3,543,840 ",14.30546386
372,DeAndre' Bembry\bembrde01,ATL,1634640.00,"$2,603,982 ",,,,$0 ,1st Round pick,"$4,238,622 ",14.30693315
371,Pat Connaughton\connapa01,MIL,1641000.00,"$1,719,000 ",,,,$0 ,,"$1,641,000 ",14.31081637
370,Jacob Evans\evansja02,GSW,1644240.00,"$1,925,880 ","$2,017,320 ","$3,641,263 ",,$0 ,1st Round Pick,"$3,570,120 ",14.31278883
369,Robert Williams\williro04,BOS,1654440.00,"$1,937,520 ","$2,029,920 ","$3,661,976 ",,$0 ,1st Round Pick,"$3,591,960 ",14.31897314
368,Josh Hart\hartjo01,LAL,1655160.00,"$1,934,160 ","$3,491,159 ",,,$0 ,1st Round Pick,"$3,589,320 ",14.31940824
366,Spencer Dinwiddie\dinwisp01,BRK,1656092.00,"$10,600,000 ","$11,400,000 ","$12,300,000 ",,$0 ,Minimum Salary,"$23,656,092 ",14.31997117
367,MarShon Brooks\brookma01,CHI,1656092.00,,,,,$0 ,,"$1,656,092 ",14.31997117
365,Derrick White\whitede01,SAS,1667160.00,"$1,948,080 ","$3,516,284 ",,,$0 ,1st Round Pick,"$3,615,240 ",14.32663214
364,Tony Bradley\bradlto01,UTA,1679520.00,"$1,962,360 ","$3,542,060 ",,,$0 ,1st Round Pick,"$3,641,880 ",14.3340186
363,Kyle Kuzma\kuzmaky01,LAL,1689840.00,"$1,974,600 ","$3,562,178 ",,,$0 ,1st Round Pick,"$3,664,440 ",14.34014441
362,Jonah Bolden\boldejo01,PHI,1690000.00,"$1,698,450 ","$1,766,550 ","$1,845,000 ",,$0 ,,"$3,388,450 ",14.34023909
361,Caris LeVert\leverca01,BRK,1702800.00,"$2,625,718 ",,,,$0 ,1st Round pick,"$4,328,518 ",14.34778451
360,Landry Shamet\shamela01,PHI,1703640.00,"$1,995,120 ","$2,090,040 ","$3,768,342 ",,$0 ,1st Round Pick,"$3,698,760 ",14.3482777
359,Joakim Noah\noahjo01,MEM,1731173.00,,,,,$0 ,,,14.36430977
357,Caleb Swanigan\swanica01,POR,1740000.00,"$2,033,160 ","$3,665,787 ",,,$0 ,1st Round Pick,"$3,773,160 ",14.36939567
358,Furkan Korkmaz\korkmfu01,PHI,1740000.00,,,,,$0 ,1st Round Pick,"$1,740,000 ",14.36939567
355,Nerlens Noel\noelne01,OKC,1757429.00,"$1,988,119 ",,,,$0 ,Minimum Salary,"$1,757,429 ",14.3793625
356,Ian Clark\clarkia01,NOP,1757429.00,,,,,$0 ,Minimum Salary,"$1,757,429 ",14.3793625
354,Moritz Wagner\wagnemo01,LAL,1762080.00,"$2,063,520 ","$3,893,618 ","$2,161,920 ",,$0 ,1st Round Pick,"$3,825,600 ",14.38200549
353,Malik Beasley\beaslma01,DEN,1773840.00,"$2,731,714 ",,,,$0 ,1st Round pick,"$4,505,554 ",14.38865725
352,Trey Burke\burketr01,NYK,1795015.00,,,,,$0 ,Minimum Salary,"$1,795,015 ",14.40052394
351,Anfernee Simons\simonan01,POR,1835520.00,"$2,149,560 ","$2,252,040 ","$3,938,818 ",,$0 ,1st Round Pick,"$3,985,080 ",14.42283838
350,Henry Ellenson\ellenhe01,DET,1857480.00,,,,,$0 ,1st Round pick,"$1,857,480 ",14.43473129
349,Larry Sanders\sandela01,MIL,1865547.00,"$1,865,547 ","$1,865,547 ","$1,865,547 ",,$0 ,,"$7,462,188 ",14.43906487
348,Tyler Lydon\lydonty01,DEN,1874640.00,,,,,$0 ,1st Round Pick,"$1,874,640 ",14.4439272
347,Tim Duncan\duncati01,SAS,1881250.00,,,,,$0 ,,"$1,881,250 ",14.44744701
346,Aaron Holiday\holidaa01,IND,1911960.00,"$2,239,200 ","$2,345,640 ","$3,980,551 ",,$0 ,1st Round Pick,"$4,151,160 ",14.46363945
345,Anderson Varejao\varejan01,POR,1913345.00,"$1,913,345 ","$1,913,345 ",,,$0 ,,"$5,740,035 ",14.46436358
344,Shabazz Napier\napiesh01,BRK,1942422.00,"$1,845,301 ",,,,$0 ,Cap Space,"$1,942,422 ",14.47944621
342,OG Anunoby\anunoog01,TOR,1952760.00,"$2,281,800 ","$3,872,215 ",,,$0 ,1st Round Pick,"$4,234,560 ",14.48475431
343,Ante Zizic\zizican01,CLE,1952760.00,"$2,281,800 ","$3,872,215 ",,,$0 ,1st Round Pick,"$4,234,560 ",14.48475431
341,Chandler Hutchison\hutchch01,CHI,1991520.00,"$2,332,320 ","$2,443,440 ","$4,019,459 ",,$0 ,1st Round Pick,"$4,323,840 ",14.50440872
340,Torrey Craig\craigto01,DEN,2000000.00,"$2,100,000 ",,,,$0 ,MLE,"$4,100,000 ",14.50865774
339,Georgios Papagiannis\papagge01,SAC,2000400.00,,,,,$0 ,,"$2,000,400 ",14.50885772
338,Spencer Hawes\hawessp01,MIL,2007058.00,"$2,007,058 ",,,,$0 ,,"$4,014,116 ",14.51218053
336,Shelvin Mack\macksh01,MEM,2029463.00,,,,,$0 ,Minimum Salary,"$2,029,463 ",14.52328178
337,Isaiah Thomas\thomais02,DEN,2029463.00,,,,,$0 ,Minimum Salary,"$2,029,463 ",14.52328178
335,Jarrett Allen\allenja01,BRK,2034120.00,"$2,376,840 ","$3,909,902 ",,,$0 ,1st Round Pick,"$4,410,960 ",14.52557385
334,Grayson Allen\allengr01,UTA,2074320.00,"$2,429,400 ","$2,545,320 ","$4,054,695 ",,$0 ,1st Round Pick,"$4,503,720 ",14.54514395
333,Terrance Ferguson\fergute01,OKC,2118840.00,"$2,475,840 ","$3,944,013 ",,,$0 ,1st Round Pick,"$4,594,680 ",14.56637933
332,Matt Barnes\barnema02,SAC,2133542.00,"$2,133,541 ",,,,$0 ,,"$4,267,083 ",14.57329407
331,Raul Neto\netora01,UTA,2150000.00,"$2,150,000 ",,,,$0 ,,"$2,150,000 ",14.5809784
330,Josh Okogie\okogijo01,MIN,2160720.00,"$2,530,680 ","$2,651,040 ","$4,087,904 ",,$0 ,1st Round Pick,"$4,691,400 ",14.58595206
327,Greg Monroe\monrogr01,TOR,2165481.00,,,,,$0 ,Minimum Salary,"$2,165,481 ",14.58815307
328,Quincy Pondexter\pondequ01,SAS,2165481.00,,,,,$0 ,,"$2,165,481 ",14.58815307
329,Jonas Jerebko\jerebjo01,GSW,2165481.00,,,,,$0 ,Minimum Salary,"$2,165,481 ",14.58815307
326,Juan Hernangomez\hernaju01,DEN,2166360.00,"$3,321,030 ",,,,$0 ,1st Round pick,"$5,487,390 ",14.5885589
324,Derrick Rose\rosede01,MIN,2176260.00,,,,,$0 ,Minimum Salary,"$2,176,260 ",14.59311837
325,Omri Casspi\casspom01,MEM,2176260.00,,,,,$0 ,Minimum Salary,"$2,176,260 ",14.59311837
323,Darius Miller\milleda01,NOP,2205000.00,,,,,$0 ,MLE,"$2,205,000 ",14.60623807
322,Harry Giles\gilesha01,SAC,2207040.00,"$2,578,800 ","$3,976,510 ",,,$0 ,1st Round Pick,"$4,785,840 ",14.60716281
